EssayID,Content,Organization,Word Choice,Sentence Fluency,Conventions
923,2,3,3,3,3
924,3,3,3,3,3
925,2,2,2,2,2
926,2,2,2,2,2
927,3,2,3,3,3
928,4,4,4,4,4
929,5,4,5,5,5
930,3,3,3,3,3
931,4,3,4,4,4
932,5,5,5,5,5
933,3,4,3,3,3
934,4,4,3,4,4
935,4,3,3,3,3
936,4,3,3,3,3
937,4,4,4,4,4
938,6,4,6,5,5
939,3,3,3,4,4
940,3,3,3,3,3
941,6,6,5,5,5
942,5,4,5,4,3
943,4,4,4,3,3
944,3,3,3,3,3
945,5,5,4,4,4
946,3,3,3,3,3
947,4,4,5,5,4
948,5,5,4,5,5
949,3,3,3,3,3
950,5,4,5,5,5
951,5,5,4,5,5
952,4,4,3,4,4
953,6,6,6,6,6
954,5,4,4,4,4
955,3,3,3,3,3
956,3,3,3,3,3
957,4,5,4,4,4
958,4,3,3,4,4
959,5,5,4,5,5
960,2,2,2,2,2
961,3,3,3,3,3
962,4,5,4,5,5
963,3,3,3,3,3
964,6,6,6,5,6
965,4,3,4,3,4
966,3,4,3,3,3
967,6,4,5,5,5
968,5,6,5,5,5
969,3,3,3,3,3
970,5,4,5,4,4
971,4,3,3,3,3
972,4,4,4,3,3
973,4,4,3,4,4
974,1,1,1,1,1
975,5,4,4,4,4
976,4,5,4,5,5
977,2,3,2,2,2
978,3,4,4,3,4
979,6,5,6,6,5
980,4,5,4,4,4
981,5,5,4,4,4
982,4,5,4,4,4
983,3,3,3,3,3
984,3,3,3,3,3
985,4,4,4,4,4
986,4,4,4,4,4
987,4,3,4,4,4
988,4,4,4,5,4
989,6,5,5,5,5
990,5,5,4,4,4
991,3,4,3,3,4
992,3,3,2,3,3
993,5,4,4,4,4
994,4,4,3,3,4
995,2,2,2,2,2
996,4,4,3,4,4
997,5,4,4,4,4
998,5,5,5,4,4
999,5,5,5,5,5
1000,6,6,5,6,6
1001,3,3,3,3,3
1002,4,3,4,4,4
1003,4,4,4,4,4
1004,3,3,3,2,2
1005,4,4,3,3,3
1006,5,4,5,5,5
1007,5,5,6,6,6
1008,4,4,4,4,4
1009,3,3,4,3,4
1010,3,4,3,3,3
1011,4,4,3,3,4
1012,4,4,3,3,3
1013,3,3,2,2,2
1014,4,3,4,3,3
1015,4,4,4,4,4
1016,4,4,3,3,3
1017,3,3,3,3,3
1018,5,4,6,5,5
1019,4,4,4,4,4
1020,4,5,4,4,5
1021,4,4,3,4,4
1022,6,6,6,5,5
1023,3,3,3,3,3
1024,3,3,3,3,3
1025,5,5,5,5,5
1026,5,4,5,4,4
1027,4,4,4,4,4
1028,6,6,5,5,5
1029,4,4,5,5,5
1030,3,3,3,3,4
1031,5,5,4,5,5
1032,4,3,4,4,4
1033,4,5,5,5,5
1034,3,3,3,3,3
1035,4,5,5,5,5
1036,4,4,3,3,3
1037,3,3,3,3,3
1038,5,5,5,4,5
1039,3,4,3,4,4
1040,3,3,2,3,4
1041,2,2,2,2,2
1042,5,5,4,4,4
1043,5,5,4,5,5
1044,2,2,3,2,2
1045,5,4,5,4,4
1046,4,4,3,3,3
1047,5,4,5,5,5
1048,4,4,4,4,4
1049,4,5,4,4,4
1050,4,4,4,4,4
1051,3,4,3,4,4
1052,4,5,4,4,4
1053,4,4,3,3,3
1054,3,3,3,3,3
1055,3,3,3,3,3
1056,3,2,3,2,2
1057,4,5,4,4,5
1058,4,5,5,5,5
1059,4,5,4,5,5
1060,4,4,3,3,3
1061,3,3,3,3,3
1062,4,4,4,4,4
1063,5,4,5,5,5
1064,4,3,4,3,3
1065,3,4,3,3,4
1066,6,5,5,5,5
1067,4,4,5,4,4
1068,3,4,4,4,4
1069,5,5,5,4,4
1070,3,3,2,3,3
1071,3,3,3,3,3
1072,3,3,3,3,3
1073,4,4,3,3,3
1074,4,3,2,2,2
1075,4,3,4,3,3
1076,6,6,6,6,6
1077,4,3,3,3,3
1078,6,5,6,6,6
1079,3,3,3,4,4
1080,3,4,3,4,4
1081,3,3,3,4,4
1082,3,3,3,3,3
1083,2,2,2,3,3
1084,4,4,4,4,4
1085,4,4,4,4,4
1086,4,4,4,4,4
1087,5,4,5,5,5
1088,5,4,5,5,5
1089,3,3,4,5,5
1090,3,4,3,3,3
1091,4,4,5,5,5
1092,5,4,4,5,5
1093,3,5,3,4,4
1094,3,4,4,4,4
1095,4,3,3,3,3
1096,2,2,2,2,2
1097,4,4,4,4,4
1098,3,4,3,3,3
1099,4,4,4,3,4
1100,3,3,3,3,3
1101,3,3,3,3,3
1102,4,4,3,3,3
1103,2,2,2,2,2
1104,5,4,5,5,5
1105,4,4,4,4,4
1106,5,4,5,4,4
1107,2,1,1,2,2
1108,4,4,3,4,4
1109,4,4,3,4,4
1110,4,3,4,4,4
1111,5,4,5,5,5
1112,3,4,4,4,4
1113,5,5,5,5,5
1114,4,4,4,4,4
1115,3,4,4,3,3
1116,3,4,4,4,4
1117,3,3,3,2,3
1118,4,3,4,4,4
1119,5,4,5,5,5
1120,3,3,3,3,3
1121,1,1,1,1,1
1122,6,5,5,6,6
1123,3,3,3,3,3
1124,5,4,5,5,5
1125,3,3,3,3,3
1126,4,4,4,4,4
1127,4,4,4,4,4
1128,3,3,3,3,3
1129,5,5,3,3,3
1130,2,2,3,3,3
1132,3,4,3,4,4
1133,6,5,6,5,5
1134,3,3,3,3,3
1135,6,5,6,6,6
1136,4,4,3,5,4
1137,4,4,3,3,3
1138,3,4,3,3,3
1139,4,4,4,4,4
1140,5,5,5,4,4
1141,3,3,3,3,3
1142,4,3,4,4,4
1143,5,4,5,5,4
1144,5,5,4,4,4
1145,5,5,4,5,5
1146,4,4,3,3,3
1147,5,5,4,5,5
1148,4,4,3,4,4
1149,6,6,6,6,6
1150,5,5,5,5,5
1151,4,4,4,4,4
1152,5,5,4,5,5
1153,5,5,5,5,5
1154,3,3,4,4,4
1155,5,5,5,5,5
1156,5,4,5,4,4
1157,3,3,3,4,3
1158,5,5,4,5,5
1159,6,5,5,5,5
1160,5,4,4,4,4
1161,4,4,4,4,4
1162,4,4,4,5,5
1163,4,4,4,4,4
1164,5,4,5,4,4
1165,4,3,4,4,4
1166,4,3,4,5,5
1167,5,4,4,4,4
1168,4,5,5,5,5
1169,4,4,4,4,4
1170,6,6,6,6,6
1171,6,5,5,6,5
1172,4,4,4,4,4
1173,5,5,4,4,4
1174,4,4,4,4,4
1175,6,5,5,5,5
1176,4,4,4,4,4
1177,3,3,3,3,3
1178,4,4,4,5,5
1179,3,3,3,3,3
1180,5,5,5,4,4
1181,5,4,5,5,5
1182,4,4,3,4,4
1183,3,3,3,3,3
1184,5,5,5,4,4
1185,4,3,4,4,4
1186,5,5,5,5,5
1187,4,4,4,4,4
1188,4,3,4,4,4
1189,4,3,3,3,3
1190,4,4,4,4,4
1191,5,5,4,5,5
1192,4,4,4,5,5
1193,4,4,4,4,4
1194,4,4,5,5,5
1195,5,5,4,4,4
1196,3,3,3,3,3
1197,3,3,4,4,4
1198,2,2,2,2,2
1199,4,5,4,5,5
1200,5,5,5,5,5
1201,5,6,6,6,6
1202,3,3,3,3,3
1203,4,4,4,3,4
1204,5,5,4,4,4
1205,3,4,3,3,3
1206,4,4,4,4,4
1207,5,5,4,5,5
1208,2,2,2,2,2
1209,4,4,4,4,4
1210,4,3,4,3,3
1211,5,4,4,4,4
1212,5,5,5,4,4
1213,5,4,4,5,5
1214,5,5,5,5,5
1215,3,3,3,3,3
1216,5,4,5,5,5
1217,2,1,2,2,2
1218,5,5,4,5,5
1219,3,3,3,3,3
1220,4,5,5,5,5
1221,5,5,5,5,5
1222,2,2,2,2,2
1223,4,4,4,4,4
1224,5,5,4,4,4
1225,4,4,4,4,4
1226,5,5,4,4,4
1227,3,3,3,3,3
1228,4,4,3,3,3
1229,5,5,5,5,5
1230,4,4,4,4,4
1231,3,2,2,3,3
1232,4,4,4,4,4
1233,4,5,4,4,4
1234,4,4,4,4,4
1236,5,5,4,4,4
1237,4,4,4,4,4
1238,4,4,4,4,4
1239,4,4,5,4,4
1240,5,4,4,4,4
1241,3,3,3,3,3
1242,3,3,3,3,3
1243,3,3,4,4,4
1244,4,4,3,4,4
1245,4,4,4,4,4
1246,3,3,3,3,3
1247,3,3,3,3,3
1248,4,4,5,5,5
1249,4,4,5,4,4
1250,5,5,5,5,5
1251,3,3,3,3,3
1252,4,4,4,4,4
1253,1,1,1,1,1
1254,3,3,3,4,4
1255,5,4,4,5,5
1256,3,4,3,4,4
1257,4,4,4,4,4
1258,5,5,5,5,5
1259,4,4,4,4,4
1260,3,4,3,3,3
1261,4,5,4,4,4
1262,3,3,3,3,3
1263,3,3,3,3,3
1264,4,4,4,4,4
1265,4,4,4,4,4
1266,3,3,3,3,3
1267,5,4,5,5,5
1268,3,3,3,3,3
1269,4,4,4,4,4
1270,5,5,5,5,5
1271,3,3,3,3,3
1272,3,3,3,3,3
1273,4,4,5,5,5
1274,3,2,2,2,2
1275,3,3,2,3,3
1276,3,3,3,3,3
1277,3,4,2,3,2
1278,3,3,3,3,3
1279,4,4,3,3,3
1280,3,4,4,4,4
1281,3,3,3,3,3
1282,5,4,4,4,4
1283,5,5,6,5,5
1284,4,4,5,5,5
1285,3,3,3,3,3
1286,3,3,3,3,3
1287,5,5,5,5,5
1288,5,6,6,5,5
1289,2,2,2,2,2
1290,4,4,4,4,4
1291,3,3,3,3,3
1292,4,4,4,4,4
1293,3,3,2,3,3
1294,5,4,4,4,4
1295,1,1,1,1,1
1296,5,3,4,4,4
1297,3,4,3,3,3
1298,4,4,3,3,3
1299,6,6,6,5,5
1300,3,3,3,3,2
1301,4,4,3,4,4
1302,5,5,4,4,4
1303,3,3,4,4,4
1304,5,5,5,4,4
1305,4,4,4,4,4
1306,5,5,5,5,5
1307,4,4,3,3,3
1308,4,4,4,4,4
1309,4,5,4,5,5
1310,3,3,3,3,3
1311,4,4,4,4,4
1312,3,3,3,3,3
1313,3,4,3,4,4
1314,4,4,4,4,4
1315,4,4,4,4,4
1316,3,3,4,5,5
1317,4,4,4,5,4
1318,4,4,3,4,4
1319,4,4,4,4,4
1320,5,4,5,5,5
1321,5,5,4,5,5
1322,3,3,3,3,3
1323,3,3,3,3,3
1324,4,4,3,3,3
1325,5,4,4,4,4
1326,3,3,3,3,3
1327,5,5,5,4,4
1328,4,4,4,4,4
1329,3,4,3,3,3
1330,4,4,3,3,3
1331,4,4,5,4,4
1332,5,4,5,5,5
1333,3,3,3,3,3
1334,3,3,3,3,3
1335,3,3,2,3,3
1336,4,4,4,4,4
1337,3,3,3,3,3
1338,5,5,4,4,4
1339,5,4,4,4,3
1340,4,5,5,5,5
1341,4,5,5,5,5
1342,3,3,3,3,3
1343,4,4,3,4,4
1344,4,4,4,5,5
1345,5,4,4,4,4
1346,4,4,4,4,4
1347,3,3,4,4,4
1348,3,3,3,3,3
1349,4,4,4,4,4
1350,5,5,5,5,5
1351,4,4,3,3,3
1352,4,4,4,3,3
1353,5,5,5,5,5
1354,4,4,4,5,4
1355,4,3,4,4,4
1356,4,3,3,3,3
1357,5,5,4,3,3
1358,5,5,4,5,5
1359,5,4,4,4,4
1360,5,5,5,5,5
1361,6,5,5,5,5
1362,5,5,5,5,5
1363,5,5,4,5,5
1364,4,4,4,3,3
1365,4,4,4,4,4
1366,5,5,4,5,5
1367,2,2,2,2,2
1368,3,2,3,3,3
1369,4,3,3,4,4
1370,5,4,5,4,4
1371,5,5,5,5,5
1372,3,3,3,3,3
1373,4,3,4,3,3
1374,4,4,4,4,4
1375,4,4,4,4,4
1376,3,3,3,3,3
1377,3,3,3,3,3
1378,4,5,4,5,5
1379,5,5,4,5,5
1380,6,6,6,6,6
1381,4,4,3,4,4
1382,4,4,4,4,4
1383,3,3,3,3,3
1384,4,5,4,4,4
1385,5,5,5,5,5
1386,4,3,3,4,4
1387,3,3,4,3,3
1388,4,4,4,4,4
1389,3,3,3,3,3
1390,4,3,4,4,4
1391,4,4,3,4,4
1392,3,3,4,4,4
1393,5,4,4,4,4
1394,3,3,3,3,3
1395,4,3,3,3,3
1396,3,3,3,3,3
1397,3,2,3,3,3
1398,4,3,4,4,4
1399,4,4,3,3,3
1400,4,4,3,3,3
1401,5,4,5,5,5
1402,3,3,3,3,3
1403,4,4,4,4,4
1404,5,5,4,4,4
1405,4,4,3,4,4
1406,4,3,3,3,3
1407,4,4,4,4,4
1408,4,5,5,5,5
1409,5,5,5,6,6
1410,4,3,4,4,3
1411,6,5,6,6,5
1412,5,5,4,5,5
1413,5,4,5,5,5
1414,3,3,3,4,3
1415,6,5,5,5,5
1416,3,3,3,3,3
1417,5,5,5,5,5
1418,3,3,3,3,3
1419,4,4,5,5,5
1420,4,5,5,5,5
1421,2,2,2,3,3
1422,4,3,3,2,3
1423,3,3,3,3,3
1424,5,5,4,4,4
1425,4,4,3,4,4
1426,4,4,4,4,4
1427,6,6,6,6,6
1428,3,3,3,2,2
1429,3,4,3,3,3
1430,4,4,3,3,3
1431,2,3,4,4,4
1432,3,3,4,3,3
1433,3,4,4,4,4
1434,5,4,5,5,5
1435,6,6,6,5,5
1436,4,4,4,4,4
1437,3,3,3,3,3
1438,4,3,4,4,4
1439,4,4,4,4,4
1440,5,5,4,4,4
1441,3,3,3,3,3
1442,2,2,3,2,2
1443,6,6,6,5,5
1444,6,5,5,5,5
1445,3,3,4,3,3
1446,4,5,4,4,4
1447,6,6,6,5,5
1448,3,3,3,3,3
1449,4,4,4,4,4
1450,4,4,4,4,4
1451,5,6,5,5,5
1452,6,5,6,5,5
1453,4,4,5,5,5
1454,6,6,6,6,6
1455,4,5,4,5,5
1456,4,4,4,4,4
1457,3,3,3,3,3
1458,3,3,3,3,3
1459,3,3,3,3,3
1460,5,5,4,4,4
1461,3,2,2,2,2
1462,2,2,2,2,2
1463,3,3,3,3,3
1464,4,4,4,4,4
1465,4,4,3,4,4
1466,3,3,3,4,4
1467,5,4,5,5,5
1468,4,3,4,4,4
1469,4,4,3,3,3
1470,4,5,4,4,4
1471,4,4,4,5,5
1472,3,4,4,4,4
1473,2,3,2,2,2
1474,2,2,2,2,2
1475,4,3,3,3,3
1476,4,3,3,4,4
1477,3,2,2,3,3
1478,4,4,5,5,5
1479,3,2,2,3,3
1480,4,4,4,4,4
1481,3,3,3,4,4
1482,3,2,3,3,3
1483,2,2,2,2,2
1484,3,4,3,4,4
1485,4,4,4,4,4
1486,4,3,4,4,4
1487,4,3,4,3,3
1488,5,3,4,4,4
1489,3,3,3,3,3
1490,3,3,3,3,3
1491,6,5,5,5,5
1492,3,3,3,3,3
1493,5,5,5,5,5
1494,5,5,5,5,5
1495,4,4,4,4,4
1496,2,2,2,2,2
1497,3,3,3,3,3
1498,4,3,3,3,3
1499,4,4,4,4,4
1500,4,5,4,4,4
1501,4,3,3,4,4
1502,3,3,3,4,4
1503,4,3,3,4,4
1504,4,3,3,3,3
1505,3,4,3,3,3
1506,3,3,3,3,3
1507,3,3,3,3,3
1508,3,3,3,3,3
1509,4,3,4,4,4
1510,4,5,4,5,5
1511,3,3,4,4,4
1512,3,3,3,3,3
1513,2,2,2,2,2
1514,4,4,3,4,4
1515,4,5,4,5,5
1516,4,5,3,4,4
1517,4,4,4,4,4
1518,4,4,4,4,4
1519,3,3,3,3,3
1520,3,3,3,3,3
1521,3,3,4,4,4
1522,5,4,4,5,5
1523,3,3,3,3,3
1524,3,2,2,2,2
1525,3,3,3,3,3
1526,5,5,5,5,5
1527,5,4,4,4,4
1528,3,3,3,2,2
1529,4,4,3,3,3
1530,3,3,3,3,3
1531,3,3,3,3,3
1532,3,3,4,4,4
1533,3,3,2,3,3
1534,4,3,3,3,3
1535,2,3,2,2,2
1536,1,1,1,1,1
1537,3,3,3,3,3
1538,4,4,4,4,4
1539,4,3,3,4,4
1540,3,3,3,3,3
1541,3,3,4,4,4
1542,4,4,5,5,4
1543,3,3,3,3,3
1544,4,4,4,4,4
1545,3,3,3,3,3
1546,5,5,5,5,5
1547,3,3,3,3,2
1548,4,3,3,3,3
1549,3,3,3,3,3
1550,5,5,4,5,5
1551,6,6,5,5,5
1552,2,2,2,2,2
1553,5,4,5,5,5
1554,4,3,4,3,3
1555,1,1,1,1,1
1556,3,3,3,3,3
1557,3,3,3,3,3
1558,4,4,3,3,3
1559,3,2,2,2,2
1560,3,3,3,3,3
1561,4,5,5,5,5
1562,2,1,2,1,1
1563,2,2,3,3,3
1564,3,3,3,3,3
1565,3,3,3,3,3
1566,3,4,4,3,3
1567,4,4,4,4,4
1568,2,3,4,4,4
1569,2,1,2,1,1
1570,4,4,4,4,4
1571,3,3,2,2,2
1572,3,4,4,4,4
1573,5,5,5,5,5
1574,5,4,5,5,4
1575,4,4,3,4,4
1576,3,3,3,4,4
1577,3,3,3,3,3
1578,3,3,3,3,3
1579,4,4,4,4,4
1580,3,3,3,3,3
1581,6,5,6,5,5
1582,4,4,4,4,4
1583,3,4,4,4,4
1584,3,3,3,4,4
1585,6,5,6,6,6
1586,4,3,4,4,4
1587,5,5,5,5,5
1588,5,5,5,5,5
1589,4,4,5,5,5
1590,4,4,5,4,4
1591,6,5,5,5,5
1592,1,1,1,1,1
1593,4,4,4,4,4
1594,3,3,3,3,4
1595,4,5,4,5,5
1596,4,4,4,4,4
1597,5,5,4,5,5
1598,4,4,4,5,4
1599,3,4,3,4,4
1600,3,3,3,3,3
1601,3,4,4,4,4
1602,5,5,4,5,5
1603,3,3,3,3,3
1604,3,3,3,3,3
1605,3,3,3,4,4
1606,4,3,4,4,4
1607,5,4,5,4,4
1608,3,3,3,3,3
1609,4,3,4,3,3
1610,5,4,4,4,4
1611,3,3,4,4,4
1612,4,4,5,5,5
1613,4,4,4,4,4
1614,3,3,3,3,3
1615,3,3,3,3,3
1616,6,6,6,6,6
1617,5,5,5,5,5
1618,3,3,3,3,3
1619,5,3,4,4,4
1620,4,5,4,5,5
1621,5,5,5,5,5
1622,5,5,6,6,6
1623,4,4,4,4,4
1624,5,4,5,5,4
1625,5,5,4,4,4
1626,4,5,4,4,4
1627,3,3,3,3,3
1628,4,5,5,5,5
1629,5,5,5,5,5
1630,5,5,5,5,5
1631,3,4,4,4,4
1632,4,3,4,5,5
1633,4,4,4,4,4
1634,4,4,4,4,4
1635,4,4,4,4,4
1636,4,5,5,5,5
1637,4,4,3,3,3
1638,4,4,4,4,4
1639,4,4,5,5,5
1640,3,3,3,3,3
1641,3,3,3,3,3
1642,4,4,4,4,4
1643,4,4,4,5,5
1644,4,5,4,5,5
1645,5,5,5,4,4
1646,3,3,4,4,4
1647,2,2,2,2,2
1648,6,6,6,6,6
1649,5,5,4,5,5
1650,4,5,4,5,5
1651,5,5,4,5,5
1652,4,5,4,5,5
1653,3,4,3,4,4
1654,5,5,5,4,4
1655,3,3,3,3,3
1656,3,3,3,3,3
1657,3,3,3,3,3
1658,3,4,4,3,3
1659,6,5,6,6,6
1660,4,3,3,3,3
1661,4,4,4,4,4
1662,5,3,4,5,5
1663,3,3,3,3,3
1664,3,3,3,3,3
1665,5,5,6,6,6
1666,5,5,5,5,5
1667,4,4,4,4,4
1668,5,4,5,5,5
1669,6,5,6,6,5
1670,4,3,4,3,3
1671,6,5,5,5,5
1672,4,4,4,4,4
1673,2,2,2,1,2
1674,4,5,4,4,4
1675,5,5,5,5,5
1676,3,3,3,3,3
1677,4,4,4,4,4
1678,3,3,3,3,3
1679,3,3,3,3,3
1680,3,3,3,3,3
1681,2,2,2,2,2
1682,5,5,4,5,5
1683,3,3,4,4,4
1684,3,3,3,3,3
1685,4,4,4,4,4
1686,1,1,2,1,1
1687,5,5,4,5,5
1688,4,4,4,3,3
1689,2,2,3,2,2
1690,4,3,3,3,3
1691,4,4,4,4,4
1692,5,4,5,5,5
1693,5,4,5,5,5
1694,5,5,5,4,4
1695,6,5,5,5,5
1696,4,5,5,5,5
1697,3,3,3,3,3
1698,4,4,4,4,4
1699,3,4,4,4,4
1700,3,3,4,4,3
1701,3,3,3,3,3
1702,3,3,3,3,3
1703,5,5,6,5,5
1704,4,5,4,4,4
1705,5,5,5,5,5
1706,3,4,4,4,4
1707,3,3,3,3,3
1708,2,2,2,2,2
1709,3,3,3,3,3
1710,4,5,5,5,5
1711,2,2,2,2,2
1712,5,5,5,5,5
1713,4,4,4,4,4
1714,2,2,2,2,2
1715,5,5,4,5,5
1716,2,3,2,2,2
1717,5,4,5,5,5
1718,4,4,5,5,5
1719,5,5,5,5,5
1720,5,5,5,5,5
1721,4,4,4,3,3
1722,4,3,4,3,3
1723,4,3,3,4,4
1724,5,5,4,5,5
1725,4,4,5,5,5
1726,4,4,4,4,4
1727,4,4,4,4,4
1728,5,4,4,4,4
1729,4,3,3,4,3
1730,4,4,4,3,3
1731,3,3,3,3,3
1732,4,3,4,4,4
1733,4,4,3,4,4
1734,4,4,4,3,4
1735,3,3,3,3,3
1736,4,5,4,4,4
1737,3,3,3,3,3
1738,3,3,3,3,3
1739,5,5,4,5,5
1740,4,4,3,4,4
1741,3,3,3,4,4
1742,3,4,2,3,3
1743,5,6,5,5,5
1744,5,4,4,4,4
1745,5,4,4,4,4
1746,4,4,4,4,4
1747,3,3,3,3,3
1748,4,4,4,4,4
1749,2,2,3,3,3
1750,4,5,4,4,4
1751,5,5,4,3,3
1752,3,3,3,3,3
1753,4,5,5,4,4
1754,5,5,5,5,5
1755,5,5,4,5,4
1756,4,4,4,4,4
1757,3,3,3,3,3
1758,4,5,4,4,4
1759,5,6,4,4,4
1760,5,5,5,5,5
1761,3,3,3,3,3
1762,3,3,3,3,3
1763,5,6,5,5,5
1764,5,5,5,5,4
1765,1,2,1,2,1
1766,3,4,3,3,3
1767,4,5,3,4,3
1768,3,4,3,3,3
1769,5,6,4,4,4
1770,4,5,5,4,4
1771,3,3,3,3,3
1772,4,4,4,4,4
1773,4,5,4,4,3
1774,6,6,5,5,5
1775,3,3,3,3,3
1776,3,3,3,3,3
1777,4,4,4,4,4
1778,1,1,1,1,1
1779,4,4,4,4,4
1780,4,5,3,3,3
1781,4,4,5,5,5
1782,3,4,3,3,3
1783,4,4,3,4,3
1784,2,3,2,2,2
1785,3,3,3,3,4
1786,1,1,1,1,1
1787,2,2,2,3,2
